Generation,Lineage,Sex,AI,Treatment
8,U2,F,1.714285714,U
8,U2,F,1.285714286,U
8,U2,F,2.571428571,U
8,U2,F,2.857142857,U
8,U2,F,2.047619048,U
8,U2,F,1.142857143,U
8,U2,F,1.918367347,U
8,U2,F,1.285714286,U
8,U2,M,2.571428571,U
8,U2,M,1.428571429,U
8,U2,M,1.428571429,U
8,U2,M,2.714285714,U
8,U2,M,5.095238095,U
8,U2,M,5,U
8,U2,M,2.714285714,U
8,U2,M,2.714285714,U
8,U2,M,1.895238095,U
8,U2,M,2,U
8,U2,M,1.142857143,U
8,U2,M,5.714285714,U
1,U3,F,1.142857143,U
1,U3,F,1.285714286,U
1,U3,F,0.714285714,U
1,U3,F,2,U
1,U3,F,2,U
1,U3,F,0.714285714,U
1,U3,F,2.714285714,U
1,U3,F,3,U
1,U3,F,1.438095238,U
1,U3,F,1.395604396,U
1,U3,F,0.612244898,U
1,U3,F,1.428571429,U
1,U3,M,4.571428571,U
1,U3,M,2.142857143,U
1,U3,M,4.142857143,U
1,U3,M,2.714285714,U
1,U3,M,3.571428571,U
1,U3,M,2.142857143,U
1,U3,M,2.352380952,U
1,U3,M,1,U
1,U3,M,1,U
1,U3,M,1.59047619,U
1,U3,M,1.428571429,U
1,U3,M,1.285714286,U
2,U3,F,0.428571429,U
2,U3,F,2.80952381,U
2,U3,F,0.612244898,U
2,U3,F,4.857142857,U
2,U3,F,2,U
2,U3,F,2.408163265,U
2,U3,F,2.2,U
2,U3,F,3,U
2,U3,F,4.028571429,U
2,U3,F,4.040816327,U
2,U3,F,2.2,U
2,U3,F,1.285714286,U
2,U3,M,3.153846154,U
2,U3,M,5.4,U
2,U3,M,2.142857143,U
2,U3,M,1.265306122,U
2,U3,M,6.161904762,U
2,U3,M,3.857142857,U
2,U3,M,5.19047619,U
2,U3,M,4.942857143,U
2,U3,M,2.428571429,U
2,U3,M,2.2,U
2,U3,M,2.428571429,U
2,U3,M,2.142857143,U
3,U3,F,2.352380952,U
3,U3,F,1.285714286,U
3,U3,F,2.352380952,U
3,U3,F,2.857142857,U
3,U3,F,1.428571429,U
3,U3,F,1.918367347,U
3,U3,F,2.714285714,U
3,U3,F,2.285714286,U
3,U3,F,5.714285714,U
3,U3,F,2.961904762,U
3,U3,F,2,U
3,U3,F,1.142857143,U
3,U3,M,3.857142857,U
3,U3,M,4.285714286,U
3,U3,M,2.285714286,U
3,U3,M,1.142857143,U
3,U3,M,3.224489796,U
3,U3,M,2.571428571,U
3,U3,M,2.504761905,U
3,U3,M,2.857142857,U
3,U3,M,3.714285714,U
3,U3,M,1.714285714,U
3,U3,M,1.571428571,U
3,U3,M,2.657142857,U
4,U3,F,0.857142857,U
4,U3,F,1.438095238,U
4,U3,F,0.523809524,U
4,U3,F,1.714285714,U
4,U3,F,1.043956044,U
4,U3,F,0.714285714,U
4,U3,F,0.714285714,U
4,U3,F,0.571428571,U
4,U3,F,1.21978022,U
4,U3,F,2,U
4,U3,F,2.734693878,U
4,U3,F,1.428571429,U
4,U3,M,1.857142857,U
4,U3,M,5.857142857,U
4,U3,M,2.142857143,U
4,U3,M,1,U
4,U3,M,3.723809524,U
4,U3,M,1.285714286,U
4,U3,M,2.285714286,U
4,U3,M,2.428571429,U
4,U3,M,1.571428571,U
4,U3,M,3.142857143,U
4,U3,M,1.571428571,U
4,U3,M,1.714285714,U
5,U3,F,2.285714286,U
5,U3,F,0.775510204,U
5,U3,F,2.857142857,U
5,U3,F,2.428571429,U
5,U3,F,2.80952381,U
5,U3,F,1.428571429,U
5,U3,F,2.2,U
5,U3,F,0.857142857,U
5,U3,F,1.142857143,U
5,U3,F,1.285714286,U
5,U3,F,3.428571429,U
5,U3,F,0.714285714,U
5,U3,M,3.571428571,U
5,U3,M,3.723809524,U
5,U3,M,2.352380952,U
5,U3,M,1.571428571,U
5,U3,M,0.571428571,U
5,U3,M,1.102040816,U
5,U3,M,2,U
5,U3,M,3.285714286,U
5,U3,M,2.857142857,U
5,U3,M,1.142857143,U
5,U3,M,2.142857143,U
5,U3,M,2.571428571,U
6,U3,F,2.428571429,U
6,U3,F,0.857142857,U
6,U3,F,3.266666667,U
6,U3,F,0.219047619,U
6,U3,F,1.285714286,U
6,U3,F,1.285714286,U
6,U3,F,1.857142857,U
6,U3,F,0.516483516,U
6,U3,F,1.142857143,U
6,U3,F,3.142857143,U
6,U3,F,3.142857143,U
6,U3,F,2.504761905,U
6,U3,M,2,U
6,U3,M,3.266666667,U
6,U3,M,0.676190476,U
6,U3,M,2.80952381,U
6,U3,M,1.142857143,U
6,U3,M,3.876190476,U
6,U3,M,1.428571429,U
6,U3,M,1.428571429,U
6,U3,M,0.980952381,U
6,U3,M,1.857142857,U
6,U3,M,2.857142857,U
6,U3,M,4.428571429,U
7,U3,F,1.285714286,U
7,U3,F,1.438095238,U
7,U3,F,0.980952381,U
7,U3,F,2.285714286,U
7,U3,F,1.142857143,U
7,U3,F,1.895238095,U
7,U3,F,0.428571429,U
7,U3,F,1.571428571,U
7,U3,F,1,U
7,U3,F,0.523809524,U
7,U3,F,1.571428571,U
7,U3,F,1.142857143,U
7,U3,M,1.438095238,U
7,U3,M,1.428571429,U
7,U3,M,0.714285714,U
7,U3,M,2.714285714,U
7,U3,M,0.523809524,U
7,U3,M,2.714285714,U
7,U3,M,2.857142857,U
7,U3,M,3.857142857,U
7,U3,M,2.428571429,U
7,U3,M,5.020408163,U
7,U3,M,2.285714286,U
8,U3,F,2.047619048,U
8,U3,F,0.828571429,U
8,U3,F,3.285714286,U
8,U3,F,2.047619048,U
8,U3,F,1.742857143,U
8,U3,F,2.571428571,U
8,U3,F,2,U
8,U3,F,3.06122449,U
8,U3,F,0.428571429,U
8,U3,F,1.857142857,U
8,U3,F,1.043956044,U
8,U3,F,1.857142857,U
8,U3,M,4.857142857,U
8,U3,M,1.714285714,U
8,U3,M,2.80952381,U
8,U3,M,2.428571429,U
8,U3,M,2.244897959,U
8,U3,M,1.571428571,U
8,U3,M,0.857142857,U
8,U3,M,7.428571429,U
8,U3,M,2.428571429,U
8,U3,M,2,U
8,U3,M,3.714285714,U
8,U3,M,2.571428571,U
1,U4,F,1.571428571,U
1,U4,F,1.571428571,U
1,U4,F,4.142857143,U
1,U4,F,2.571428571,U
1,U4,F,2.047619048,U
1,U4,F,2.504761905,U
1,U4,F,3.142857143,U
1,U4,F,2,U
1,U4,F,1.59047619,U
1,U4,F,2.142857143,U
1,U4,F,1.857142857,U
1,U4,F,0.571428571,U
1,U4,M,2.142857143,U
1,U4,M,2.714285714,U
1,U4,M,0.93877551,U
1,U4,M,3.723809524,U
1,U4,M,4.142857143,U
1,U4,M,1.428571429,U
1,U4,M,1.285714286,U
1,U4,M,1.428571429,U
1,U4,M,5.428571429,U
1,U4,M,4,U
1,U4,M,0.571428571,U
1,U4,M,2,U
2,U4,F,3.571428571,U
2,U4,F,1.438095238,U
2,U4,F,0.857142857,U
2,U4,F,1.857142857,U
2,U4,F,1.714285714,U
2,U4,F,1.428571429,U
2,U4,F,3.876190476,U
2,U4,F,1.571428571,U
2,U4,F,3.714285714,U
2,U4,F,3.714285714,U
2,U4,F,4.285714286,U
2,U4,F,2.064935065,U
2,U4,M,1.895238095,U
2,U4,M,3.428571429,U
2,U4,M,3.876190476,U
2,U4,M,5,U
2,U4,M,2.142857143,U
2,U4,M,4.285714286,U
2,U4,M,6.714285714,U
2,U4,M,3.142857143,U
2,U4,M,3.266666667,U
2,U4,M,1.895238095,U
2,U4,M,5.285714286,U
2,U4,M,4.571428571,U
3,U4,F,1.714285714,U
3,U4,F,2.857142857,U
3,U4,F,3.876190476,U
3,U4,F,1.571428571,U
3,U4,F,4.367346939,U
3,U4,F,2.142857143,U
3,U4,F,2.095238095,U
3,U4,F,3.571428571,U
3,U4,F,2.857142857,U
3,U4,F,2.352380952,U
3,U4,F,2.714285714,U
3,U4,F,1.742857143,U
3,U4,M,1.438095238,U
3,U4,M,4.714285714,U
3,U4,M,1.742857143,U
3,U4,M,8.714285714,U
3,U4,M,1.857142857,U
3,U4,M,2.714285714,U
3,U4,M,3.428571429,U
3,U4,M,1.895238095,U
3,U4,M,3.285714286,U
3,U4,M,1.438095238,U
3,U4,M,3.428571429,U
3,U4,M,2.142857143,U
4,U4,F,2.714285714,U
4,U4,F,1.571428571,U
4,U4,F,1.714285714,U
4,U4,F,2.428571429,U
4,U4,F,2,U
4,U4,F,1.571428571,U
4,U4,F,2.714285714,U
4,U4,F,0.952380952,U
4,U4,F,1.285714286,U
4,U4,F,0.828571429,U
4,U4,F,1.571428571,U
4,U4,F,1.428571429,U
4,U4,M,1.428571429,U
4,U4,M,1.571428571,U
4,U4,M,4.428571429,U
4,U4,M,1.714285714,U
4,U4,M,1.571428571,U
4,U4,M,1.895238095,U
4,U4,M,2.80952381,U
4,U4,M,2.897959184,U
4,U4,M,0.571428571,U
4,U4,M,4.142857143,U
4,U4,M,1.895238095,U
4,U4,M,2.2,U
5,U4,F,1.265306122,U
5,U4,F,2.352380952,U
5,U4,F,2.857142857,U
5,U4,F,0.857142857,U
5,U4,F,1.285714286,U
5,U4,F,1.857142857,U
5,U4,F,2.285714286,U
5,U4,F,1.142857143,U
5,U4,F,2,U
5,U4,F,2.428571429,U
5,U4,F,1.571428571,U
5,U4,F,0.571428571,U
5,U4,M,3.714285714,U
5,U4,M,6.161904762,U
5,U4,M,6.142857143,U
5,U4,M,5.714285714,U
5,U4,M,3.876190476,U
5,U4,M,5.285714286,U
5,U4,M,9.514285714,U
5,U4,M,3.285714286,U
5,U4,M,1.133333333,U
5,U4,M,5,U
5,U4,M,1.285714286,U
5,U4,M,2.142857143,U
6,U4,F,3.857142857,U
6,U4,F,2.098901099,U
6,U4,F,3.285714286,U
6,U4,F,1.428571429,U
6,U4,F,1.265306122,U
6,U4,F,4,U
6,U4,F,2.142857143,U
6,U4,F,2,U
6,U4,F,1.142857143,U
6,U4,F,1.285714286,U
6,U4,F,1.714285714,U
6,U4,F,0.828571429,U
6,U4,M,2,U
6,U4,M,1.428571429,U
6,U4,M,3.114285714,U
6,U4,M,1.285714286,U
6,U4,M,2.897959184,U
6,U4,M,1.428571429,U
6,U4,M,4.180952381,U
6,U4,M,3.571428571,U
6,U4,M,2.285714286,U
6,U4,M,2.857142857,U
6,U4,M,2,U
6,U4,M,2.285714286,U
7,U4,F,1,U
7,U4,F,1.102040816,U
7,U4,F,0.571428571,U
7,U4,F,1.142857143,U
7,U4,F,2.714285714,U
7,U4,F,1.714285714,U
7,U4,F,5.714285714,U
7,U4,F,3.142857143,U
7,U4,F,2.714285714,U
7,U4,F,2.857142857,U
7,U4,F,3.428571429,U
7,U4,F,3.571428571,U
7,U4,M,1.285714286,U
7,U4,M,1.133333333,U
7,U4,M,1.742857143,U
7,U4,M,2.657142857,U
7,U4,M,2.352380952,U
7,U4,M,3.285714286,U
7,U4,M,1.142857143,U
7,U4,M,1.428571429,U
7,U4,M,2.897959184,U
7,U4,M,1.714285714,U
7,U4,M,0.93877551,U
7,U4,M,1.742857143,U
8,U4,F,2.857142857,U
8,U4,F,4.142857143,U
8,U4,F,1.714285714,U
8,U4,F,1.857142857,U
8,U4,F,1.133333333,U
8,U4,F,8.428571429,U
8,U4,F,0.828571429,U
8,U4,F,3.114285714,U
8,U4,F,2.857142857,U
8,U4,F,2.047619048,U
8,U4,F,1.571428571,U
8,U4,F,2.857142857,U
8,U4,M,1.742857143,U
8,U4,M,1.428571429,U
8,U4,M,2.571428571,U
8,U4,M,3.714285714,U
8,U4,M,1.428571429,U
8,U4,M,1.142857143,U
8,U4,M,3.571428571,U
8,U4,M,2.285714286,U
8,U4,M,5,U
8,U4,M,3.876190476,U
8,U4,M,1.895238095,U
8,U4,M,2.714285714,U
